"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"9638","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP096/2024-2025/145353","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","29-Mar-2025","Bilshad","Payment Success","491654"
"9639","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190751","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9640","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190752","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9641","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190753","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9642","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190754","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9643","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190755","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9644","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190756","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9645","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190757","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9646","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190750","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9647","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190776","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9648","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190777","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9649","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190778","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9650","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190771","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9651","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190772","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9652","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190773","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9653","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190774","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9654","Chhattisgarh","Lighting of public spaces","WS/MP225/2025-2026/190775","SURGUJA(Collector Surguja_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","10-Sep-2025","STARCARE ENTERPRISES LLP","Payment Success","250000"
"9655","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18332/2024-2025/150749","SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","22-Feb-2025","ABHIMANYU KUMAR SHUBHANKAR","Payment Success","1393634"
"9656","Gujarat","Purchase of sports equipment","WS/MP889/2024-2025/147878","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","24-Feb-2025","Perfect Enterprise","Payment Success","499825"
"9657","Gujarat","Purchase of sports equipment","WS/MP889/2024-2025/147860","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","24-Feb-2025","Perfect Enterprise","Payment Success","499825"
"9658","Gujarat","Purchase of sports equipment","WS/MP889/2024-2025/162277","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","23-Feb-2025","Perfect Enterprise","Payment Success","499825"
"9659","Gujarat","Purchase of sports equipment","WS/MP889/2024-2025/147859","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","23-Feb-2025","Perfect Enterprise","Payment Success","499825"
"9660","Gujarat","Purchase of sports equipment","WS/MP889/2024-2025/147877","BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA)","Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029)","Elected MP","23-Feb-2025","Perfect Enterprise","Payment Success","499825"
"9661","Punjab","Development of playfields and sports grounds","WS/MP141/2024-2025/141797","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","08-Jan-2026","Sanjiv High Tech Building Materials","Payment Success","18368"
"9662","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP141/2025-2026/213254","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","22-May-2026","Sanjiv High Tech Building Materials","Payment Success","20000"
"9663","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP141/2025-2026/213254","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","22-May-2026","Sanjiv High Tech Building Materials","Payment Success","44050"
"9664","Punjab","Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP141/2025-2026/213254","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","22-May-2026","Sanjiv High Tech Building Materials","Payment Success","39800"
"9665","Delhi","Lighting of public spaces","WS/MP878/2025-2026/213676","SOUTH(COMMISSIONER SOUTH)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","10-Mar-2026","Seth Constructions","Payment Success","1267350"
"9666","Delhi","Lighting of public spaces","WS/MP878/2025-2026/201569","SOUTH(COMMISSIONER SOUTH)","Shri Sanjay Singh (2024-30) (2024-2030)","Elected MP","21-Jan-2026","Seth Constructions","Payment Success","719024"
"9667","Delhi","Lighting of public spaces","WS/MP879/2025-2026/189879","CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT))","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","05-Jan-2026","Seth Constructions","Payment Success","2900381"
"9668","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2024-2025/156144","KULLU(DEPUTY COMMISSIONER KULLU_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","17-Mar-2025","GP Tung","Payment Success","250000"
"9669","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2024-2025/156144","KULLU(DEPUTY COMMISSIONER KULLU_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","31-Mar-2026","GP Tung","Payment Success","250000"
"9670","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2024-2025/156145","KULLU(DEPUTY COMMISSIONER KULLU_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","17-Mar-2025","GP Tung","Payment Success","250000"
"9671","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18304/2024-2025/156145","KULLU(DEPUTY COMMISSIONER KULLU_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","31-Mar-2026","GP Tung","Payment Success","249684"
"9672","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP078/2024-2025/148990","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","22-Feb-2025","GP Bandu","Payment Success","100000"
"9673","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP078/2024-2025/148990","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","06-Aug-2025","GP Bandu","Payment Success","100000"
"9674","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP078/2024-2025/148989","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","22-Feb-2025","GP Bandu","Payment Success","100000"
"9675","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP078/2024-2025/148989","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","18-Aug-2025","GP Bandu","Payment Success","100000"
"9676","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP096/2025-2026/221013","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","27-Mar-2026","Shamsudheen K","Payment Success","399174"
"9677","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP096/2025-2026/181145","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","01-Jul-2026","Shamsudheen K","Payment Success","500223"
"9678","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP096/2025-2026/220993","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","24-Jun-2026","Shamsudheen K","Payment Success","333280"
"9679","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP189/2024-2025/87846","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","24-Feb-2025","PRABANDHAK BABA GOPIDAS MEMORIAL CHILDRE N PUBLIC SCHOOL KAPTANGANJ AZAMGARH","Payment Success","652075"
"9680","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP189/2024-2025/87846","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","26-Jul-2025","PRABANDHAK BABA GOPIDAS MEMORIAL CHILDRE N PUBLIC SCHOOL KAPTANGANJ AZAMGARH","Payment Success","312427"
"9681","Delhi","Street lights","WS/MP879/2025-2026/214049","SOUTH(COMMISSIONER SOUTH)","Shri Narain Dass Gupta (2024-30) (2024-2030)","Elected MP","22-May-2026","OBEROI ELECTRICALS","Payment Success","1263706"
"9682","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43889","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","25-Feb-2025","KUMUD KISLAY","Payment Success","151469"
"9683","Telangana","Construction of community centers and community halls","WS/MP846/2024-2025/122841","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","25-Feb-2025","Thatiparthi Shailendher","Payment Success","370763"
"9684","Telangana","Construction of community centers and community halls","WS/MP846/2024-2025/122841","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","21-Nov-2025","Thatiparthi Shailendher","Payment Success","128463"
"9685","Madhya Pradesh","Purchase Books for Library","WS/MP107/2024-2025/141292","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","27-Feb-2025","swaraswati siksha parishad","Payment Success","1000000"
"9686","Madhya Pradesh","Purchase Books for Library","WS/MP107/2024-2025/141292","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","28-Mar-2025","swaraswati siksha parishad","Payment Success","1000000"
"9687","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2025-2026/192686","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","20-Aug-2025","MP AGRO JABALPUR","Payment Success","159212"
"9688","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2025-2026/206969","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","20-Aug-2025","MP AGRO JABALPUR","Payment Success","159212"
"9689","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2025-2026/206968","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","20-Aug-2025","MP AGRO JABALPUR","Payment Success","318424"
"9690","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2025-2026/206966","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","20-Aug-2025","MP AGRO JABALPUR","Payment Success","159212"
"9691","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2025-2026/206964","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","20-Aug-2025","MP AGRO JABALPUR","Payment Success","318424"
"9692","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2025-2026/206970","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","20-Aug-2025","MP AGRO JABALPUR","Payment Success","159212"
"9693","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2025-2026/206971","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","20-Aug-2025","MP AGRO JABALPUR","Payment Success","159212"
"9694","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2025-2026/206972","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","20-Aug-2025","MP AGRO JABALPUR","Payment Success","159212"
"9695","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2025-2026/206973","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","20-Aug-2025","MP AGRO JABALPUR","Payment Success","159212"
"9696","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2024-2025/138427","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","05-Mar-2025","MP AGRO JABALPUR","Payment Success","160761"
"9697","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2024-2025/138143","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","05-Mar-2025","MP AGRO JABALPUR","Payment Success","160761"
"9698","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2026-2027/273525","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","13-Jul-2026","MP AGRO JABALPUR","Payment Success","159212"
"9699","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2026-2027/274614","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","13-Jul-2026","MP AGRO JABALPUR","Payment Success","159212"
"9700","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2026-2027/276358","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","13-Jul-2026","MP AGRO JABALPUR","Payment Success","159212"
"9701","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2026-2027/276511","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","13-Jul-2026","MP AGRO JABALPUR","Payment Success","159212"
"9702","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2026-2027/276512","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","13-Jul-2026","MP AGRO JABALPUR","Payment Success","159212"
"9703","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2026-2027/276515","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","13-Jul-2026","MP AGRO JABALPUR","Payment Success","159212"
"9704","Madhya Pradesh","Purchase of mobile water tankers","WS/MP106/2026-2027/276517","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","13-Jul-2026","MP AGRO JABALPUR","Payment Success","159212"
